Plateforme,Avis,Notes sur 5
deel.com,"WITHDRAWAL EXPLAINEDWell I sought explanation on how to withdraw my money from Deel. The agent was very warm and courteous, in fact friendly and supportive. Well trained in his business. He explained things to me in simple well understood steps . So I rate him 5 stars. Thank youDate of experience: June 28, 2022",5
deel.com,"I have been very satisfied with Deels…I have been very satisfied with Deels quick response to issues and knowledge base for ones needs.Date of experience: June 27, 2022",5
deel.com,"Very good in handling the clientsDate of experience: June 27, 2022",5
deel.com,"I used to really love deel with the…I used to really love deel with the early withdrawal functionality, however they changed this feature by not making the button visible when you have an outstanding deel advance payment pending. It is understandable, but also very unnecessary. They could have made the deel advance amount 15 usd less in order to still show the button and provide same deel advance option for continuous usage. This way, when you withdraw earlier, the 15 usd service charge will be paid and advance deel functionality still available. Not a smart choice, because you are missing the opportunity to make more money and keep contractors satisfied with the truly outstanding service.Date of experience: June 25, 2022",3
deel.com,"Everyone is very helpful!Date of experience: June 24, 2022",5
deel.com,"Excellent ServiceI have been working with Deel for almost five months and in my experience they provide very good service. Highly recommended.Date of experience: June 24, 2022",5
deel.com,"Noori was very efficientNoori was very helpful, quick and pratical. The response to my questions were given very clearly and I felt very supportedDate of experience: June 24, 2022",5
deel.com,"One of the worst experiences I had as a client in my lifeThis time I had a really bad experience with Deel as a company. On Monday, I made a request to update some info in order to be able to fund my card (which I need to travel and pay necessary subscriptions). They kept me saying that in ""1-2 business days will be solved"" every day but nothing happened. Once I told that I was going to complain, the supervisor called me to tell me that they had a problem and telling me that the issue were going to be solved the next day at Midday of my time, what never happened. As a conclusion, I am negatively surprised with the inability of Deel in providing a solution for such a simple task.Date of experience: June 24, 2022",1
deel.com,"Great ExperienceDate of experience: June 24, 2022",5
deel.com,"helped swiftlyhelped swiftly, all goodDate of experience: June 24, 2022",5
deel.com,"Use this as an employerUse this as an employer. Very easy and userfriendly with great customer service!Date of experience: June 24, 2022",5
deel.com,"great business idea they assist quick…great business idea they assist quick and easy and they are very to communicate with and they solve your issues within few minutesDate of experience: June 23, 2022",5
deel.com,"Deel Agents are very helpful and…Deel Agents are very helpful and informative. Waiting time also reasonable. I have a good experience so far. Thank you Deel!Date of experience: June 22, 2022",5
deel.com,"Great customer service (Thanks Moses…Great customer service (Thanks Moses and Asif) and a really easy to use platform.Date of experience: June 22, 2022",5
deel.com,"Excellent customer serviceExcellent customer service, very patient, very attentive and very friendly. Great experienceDate of experience: June 22, 2022",5
deel.com,"Fantastic Service!I've reached out many times to their support team, and they responded quicker than you expected, the service is fantastic, also, DEEL is easy to use. I can recommend DEEL to other companies that have remote employees. Cheers!Date of experience: June 22, 2022",5
deel.com,"Mohid helped a lotMohid helped a lot. Though he was not able to cancel my withdrawal, the information he gave me was on point.Date of experience: June 22, 2022",4
deel.com,"Been using Deel from when I've started…Been using Deel from when I've started working for V7, works seamlessyDate of experience: June 21, 2022",5
deel.com,"Best App for money transactionDate of experience: June 20, 2022",5
deel.com,"Very fast in responding and great…Very fast in responding and great answers providedDate of experience: June 20, 2022",5
deel.com,"Resolved my quiry clearlyDate of experience: June 20, 2022",4
deel.com,"Extremely transparent and efficientDate of experience: June 19, 2022",5
